,compound_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,target_name,organism,assay_description,assay_type,Ki [nM]
16029,CHEMBL4067439,COc1ccccc1N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2,EC50,=,2.6,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoB after 10 mins by BRET assay,B,1.3
16040,CHEMBL4067439,COc1ccccc1N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2,EC50,=,150.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing Galphai2 incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,75.0
16041,CHEMBL4067439,COc1ccccc1N2CCN(CCCCOc3ccc4c(C=O)cnn4c3)CC2,EC50,=,5.888,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,2.944
16044,CHEMBL4067506,CC1=C(CCN2CCN(CC2)c3csc4ccsc34)C(=O)N5CCCC(O)C5=N1,IC50,=,157.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,B,78.5
16054,CHEMBL4068455,CCCN(CCC)[C@H]1CN2C(=O)N(CCCCNC(=O)c3cc4ccccc4[nH]3)c5cccc(C1)c25,EC50,=,53.8,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor expressed in HEK293 cells assessed as cAMP inhibition by BRET assay,B,26.9
16055,CHEMBL4068455,CCCN(CCC)[C@H]1CN2C(=O)N(CCCCNC(=O)c3cc4ccccc4[nH]3)c5cccc(C1)c25,Ki,=,86.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-(R)-(+)-7-OH-DPAT from human dopamine D2 receptor expressed in HEK293 cell membranes after 90 mins by micro beta scintillation counting analysis,B,86.8
16062,CHEMBL4068455,CCCN(CCC)[C@H]1CN2C(=O)N(CCCCNC(=O)c3cc4ccccc4[nH]3)c5cccc(C1)c25,EC50,=,184.9,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor expressed in HEK293 cells coexpressing renilla luciferase-fused Galphai1/GFP10-fused Ggamma2 by BRET assay,B,92.45
16066,CHEMBL4068455,CCCN(CCC)[C@H]1CN2C(=O)N(CCCCNC(=O)c3cc4ccccc4[nH]3)c5cccc(C1)c25,EC50,=,56.9,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor expressed in HEK293 cells coexpressing renilla luciferase-fused GalphaoA/GFP10-fused Ggamma2 by BRET assay,B,28.45
16070,CHEMBL4068561,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)C=Cc45)cc12,Ki,=,3.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes,B,3.4
16071,CHEMBL4068561,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)C=Cc45)cc12,Ki,=,1.3,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes,B,1.3
16072,CHEMBL4068561,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)C=Cc45)cc12,EC50,=,70.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human D2SR expressed in HEK293 cells incubated for 5 hrs by beta-Arrestin 2 recruitment assay,B,35.0
16074,CHEMBL4068561,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)C=Cc45)cc12,EC50,=,58.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human D2SR expressed in HEK293 cell membranes co-expressing PTX insensitive variant of Galphao1 incubated for 30 mins by [35S]GTP-gammaS binding assay,A,29.0
16077,CHEMBL4068561,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)C=Cc45)cc12,Ki,=,1.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes,B,1.6
16078,CHEMBL4068561,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)C=Cc45)cc12,Ki,=,0.54,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes,B,0.54
16079,CHEMBL4068561,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)C=Cc45)cc12,EC50,=,46.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human D2SR expressed in HEK293 cells incubated for 5 hrs by beta-Arrestin 2 recruitment assay,B,23.0
16081,CHEMBL4068561,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c4ccc(O)c5NC(=O)C=Cc45)cc12,EC50,=,55.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human D2SR expressed in HEK293 cell membranes co-expressing PTX insensitive variant of Galphao1 incubated for 30 mins by [35S]GTP-gammaS binding assay,A,27.5
16088,CHEMBL4068843,O=C(NCC[C@@H]1C[C@H]1CN2CCc3ccc(cc3C2)C#N)c4cc5cccnc5[nH]4,Ki,=,14.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes after 1 hr by liquid scintillation counting analysis,B,14.4
16090,CHEMBL4068843,O=C(NCC[C@@H]1C[C@H]1CN2CCc3ccc(cc3C2)C#N)c4cc5cccnc5[nH]4,Kb,=,5.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at D2 long receptor (unknown origin) expressed in CHOK1 cells assessed as inhibition of dopamine induced beta-arrestin recruitment after 90 mins by DiscoveRx PathHunter assay,B,5.0
16095,CHEMBL4069091,O\N=C/c1cnn2ccc(NC(=O)CCCN3CCN(CC3)c4cccc(Cl)c4Cl)cc12,Ki,=,0.57,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.57
16096,CHEMBL4069091,O\N=C/c1cnn2ccc(NC(=O)CCCN3CCN(CC3)c4cccc(Cl)c4Cl)cc12,Ki,=,0.5,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.5
16100,CHEMBL4069145,COc1ccccc1N2CCN(CCCCOc3ccc4c(\C=N\O)cnn4c3)CC2,Ki,=,4.2,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,4.2
16101,CHEMBL4069145,COc1ccccc1N2CCN(CCCCOc3ccc4c(\C=N\O)cnn4c3)CC2,Ki,=,1.7,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,1.7
16102,CHEMBL4069145,COc1ccccc1N2CCN(CCCCOc3ccc4c(\C=N\O)cnn4c3)CC2,EC50,=,2.9,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,1.45
16104,CHEMBL4069145,COc1ccccc1N2CCN(CCCCOc3ccc4c(\C=N\O)cnn4c3)CC2,EC50,=,0.4365,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing Galphai2 incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,0.21825
16106,CHEMBL4069145,COc1ccccc1N2CCN(CCCCOc3ccc4c(\C=N\O)cnn4c3)CC2,EC50,=,6.8,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai1 after 10 mins by BRET assay,B,3.4
16108,CHEMBL4069145,COc1ccccc1N2CCN(CCCCOc3ccc4c(\C=N\O)cnn4c3)CC2,EC50,=,10.7,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai2 after 10 mins by BRET assay,B,5.35
16110,CHEMBL4069145,COc1ccccc1N2CCN(CCCCOc3ccc4c(\C=N\O)cnn4c3)CC2,EC50,=,13.1,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai3 after 10 mins by BRET assay,B,6.55
16112,CHEMBL4069145,COc1ccccc1N2CCN(CCCCOc3ccc4c(\C=N\O)cnn4c3)CC2,EC50,=,2.9,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoA after 10 mins by BRET assay,B,1.45
16114,CHEMBL4069145,COc1ccccc1N2CCN(CCCCOc3ccc4c(\C=N\O)cnn4c3)CC2,EC50,=,4.3,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoB after 10 mins by BRET assay,B,2.15
16125,CHEMBL4069145,COc1ccccc1N2CCN(CCCCOc3ccc4c(\C=N\O)cnn4c3)CC2,EC50,=,0.44,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing Galphai2 incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,0.22
16126,CHEMBL4069145,COc1ccccc1N2CCN(CCCCOc3ccc4c(\C=N\O)cnn4c3)CC2,EC50,=,2.884,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,1.442
16127,CHEMBL4069237,Clc1ccc2[nH]cc(C3=CCN(CCCNS(=O)(=O)c4cccc5ccccc45)CC3)c2c1,Ki,=,2.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,2.8
16129,CHEMBL4069565,NC(=O)c1cccc(c1)c2ccc(OC(=O)NCCCCN3CCN(CC3)c4cccc(Cl)c4Cl)cc2F,EC50,=,13.7,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor-short expressed in CHO-K1 cells assessed as reduction in adenylyl cyclase activator NKH 477 induced cAMP accumulation preincubated for 10 mins followed by NKH 477 addition by HTRF assay,B,6.85
16131,CHEMBL4070091,COc1ccccc1N2CCN(CCCC(=O)Nc3ccn4ncc(C#N)c4c3)CC2,Ki,=,1.1,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,1.1
16132,CHEMBL4070091,COc1ccccc1N2CCN(CCCC(=O)Nc3ccn4ncc(C#N)c4c3)CC2,Ki,=,0.55,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.55
16133,CHEMBL4070091,COc1ccccc1N2CCN(CCCC(=O)Nc3ccn4ncc(C#N)c4c3)CC2,EC50,=,84.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,42.0
16136,CHEMBL4070196,NC(=O)c1cccc(c1)c2cccc(OC(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl)c2,EC50,=,13.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor-short expressed in CHO-K1 cells assessed as reduction in adenylyl cyclase activator NKH 477 induced cAMP accumulation preincubated for 10 mins followed by NKH 477 addition by HTRF assay,B,6.5
16138,CHEMBL4070254,Clc1cccc(c1)S(=O)(=O)NCCCCN2CCC(=CC2)c3c[nH]c4ccc(Cl)cc34,Ki,=,1.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,1.0
16143,CHEMBL4070715,Clc1ccc(cc1)S(=O)(=O)NCCCCN2CCC(=CC2)c3c[nH]c4ccc(Cl)cc34,Ki,=,4.5,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,4.5
16144,CHEMBL4071121,COc1ccccc1N2CCN(CCCCNC(=O)Oc3ccc4c(c3)[nH]c5ccccc45)CC2,EC50,=,57.9,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor-short expressed in CHO-K1 cells assessed as reduction in adenylyl cyclase activator NKH 477 induced cAMP accumulation preincubated for 10 mins followed by NKH 477 addition by HTRF assay,B,28.95
16146,CHEMBL4071185,CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,Ki,=,2.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,2.4
16147,CHEMBL4071185,CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,Ki,=,0.94,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.94
16148,CHEMBL4071185,CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,0.31,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai1 after 10 mins by BRET assay,B,0.155
16150,CHEMBL4071185,CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,0.54,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai2 after 10 mins by BRET assay,B,0.27
16152,CHEMBL4071185,CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,0.72,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai3 after 10 mins by BRET assay,B,0.36
16154,CHEMBL4071185,CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,0.13,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoA after 10 mins by BRET assay,B,0.065
16156,CHEMBL4071185,CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,0.12,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoB after 10 mins by BRET assay,B,0.06
16158,CHEMBL4071185,CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,17.7,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells assessed as induction of renilla luciferase 2-tagged beta-arrestin-1 recruitment after 15 mins by BRET assay,B,8.85
16160,CHEMBL4071185,CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,13.4,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells assessed as induction of renilla luciferase 2-tagged beta-arrestin-2 recruitment after 15 mins by BRET assay,B,6.7
16162,CHEMBL4071185,CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,3.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at ARMS2-PK2 tagged D2S receptor (unknown origin) expressed in HEK293 cells assessed as induction of EA-tagged beta-arrestin-2 recruitment incubated for 5 hrs measured after 60 mins by PathHunter assay,B,1.5
16166,CHEMBL4071240,NC(=O)c1cccc(c1)c2cccc(OC(=O)NCCCCN3CCN(CC3)c4cccc(Cl)c4Cl)c2,EC50,=,45.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor-short expressed in CHO-K1 cells assessed as reduction in adenylyl cyclase activator NKH 477 induced cAMP accumulation preincubated for 10 mins followed by NKH 477 addition by HTRF assay,B,22.5
16168,CHEMBL4071243,CN[C@H]1CN2C(=O)N(CCCCCCOCCCCc3ccccc3)c4cccc(C1)c24,Ki,=,60.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-(R)-(+)-7-OH-DPAT from human dopamine D2 receptor expressed in HEK293 cell membranes after 90 mins by micro beta scintillation counting analysis,B,60.6
16169,CHEMBL4071451,Fc1ccc2[nH]cc(C3=CCN(CCNS(=O)(=O)c4ccc5ccccc5c4)CC3)c2c1,Ki,=,14.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,14.0
16172,CHEMBL4071868,CCCN(CCCCOc1ccc2c(\C=N\O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,Ki,=,2.5,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,2.5
16173,CHEMBL4071868,CCCN(CCCCOc1ccc2c(\C=N\O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,Ki,=,0.84,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,0.84
16174,CHEMBL4071868,CCCN(CCCCOc1ccc2c(\C=N\O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,0.39,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai1 after 10 mins by BRET assay,B,0.195
16176,CHEMBL4071868,CCCN(CCCCOc1ccc2c(\C=N\O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,0.6,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai2 after 10 mins by BRET assay,B,0.3
16178,CHEMBL4071868,CCCN(CCCCOc1ccc2c(\C=N\O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,0.94,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai3 after 10 mins by BRET assay,B,0.47
16180,CHEMBL4071868,CCCN(CCCCOc1ccc2c(\C=N\O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,0.19,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoA after 10 mins by BRET assay,B,0.095
16182,CHEMBL4071868,CCCN(CCCCOc1ccc2c(\C=N\O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,0.16,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoB after 10 mins by BRET assay,B,0.08
16184,CHEMBL4071868,CCCN(CCCCOc1ccc2c(\C=N\O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,13.1,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells assessed as induction of renilla luciferase 2-tagged beta-arrestin-1 recruitment after 15 mins by BRET assay,B,6.55
16186,CHEMBL4071868,CCCN(CCCCOc1ccc2c(\C=N\O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,12.1,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells assessed as induction of renilla luciferase 2-tagged beta-arrestin-2 recruitment after 15 mins by BRET assay,B,6.05
16188,CHEMBL4071868,CCCN(CCCCOc1ccc2c(\C=N\O)cnn2c1)[C@H]3CCc4c(O)cccc4C3,EC50,=,1.5,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at ARMS2-PK2 tagged D2S receptor (unknown origin) expressed in HEK293 cells assessed as induction of EA-tagged beta-arrestin-2 recruitment incubated for 5 hrs measured after 60 mins by PathHunter assay,B,0.75
16193,CHEMBL4072282,COc1ccccc1N2CCN(CCCNC(=O)Oc3ccc(cc3)c4cccc(c4)C(=O)N)CC2,EC50,=,21.5,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2 receptor-short expressed in CHO-K1 cells assessed as reduction in adenylyl cyclase activator NKH 477 induced cAMP accumulation preincubated for 10 mins followed by NKH 477 addition by HTRF assay,B,10.75
16195,CHEMBL4072780,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c5OCC(=O)Nc15,Ki,=,0.87,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes by radioligand binding assay,B,0.87
16196,CHEMBL4072780,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c5OCC(=O)Nc15,Ki,=,0.67,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes by radioligand binding assay,B,0.67
16197,CHEMBL4072780,Oc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c5OCC(=O)Nc15,EC50,=,92.0,nM,Dopamine D2 receptor,Homo sapiens,Partial agonist activity at human D2SR expressed in HEK293T cells co-expressing (EA)beta-arrestin2 assessed as induction of beta-arrestin2 recruitment after 5 hrs by chemiluminescence assay,B,46.0
16202,CHEMBL4072821,CCOC(=O)c1cc2cc(OCCCCN3CCN(CC3)c4ccccc4OC)ccn2n1,Ki,=,8.1,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,8.1
16203,CHEMBL4072821,CCOC(=O)c1cc2cc(OCCCCN3CCN(CC3)c4ccccc4OC)ccn2n1,Ki,=,7.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,B,7.4
16204,CHEMBL4072821,CCOC(=O)c1cc2cc(OCCCCN3CCN(CC3)c4ccccc4OC)ccn2n1,EC50,=,190.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,95.0
16209,CHEMBL4072821,CCOC(=O)c1cc2cc(OCCCCN3CCN(CC3)c4ccccc4OC)ccn2n1,EC50,=,190.55,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay,B,95.275
16210,CHEMBL4073330,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c5C=CC(=O)Oc15,Ki,=,40.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes by radioligand binding assay,B,40.0
16211,CHEMBL4073330,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c5C=CC(=O)Oc15,Ki,=,19.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes by radioligand binding assay,B,19.0
16220,CHEMBL4074195,Clc1ccc2[nH]cc(C3=CCN(CCCCNS(=O)(=O)c4ccc5ccccc5c4)CC3)c2c1,Ki,=,2.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,2.6
16221,CHEMBL4074326,Cl.CC1=C(CCN2CCN(CC2)c3cccc4sccc34)C(=O)N5CCC=CC5=N1,IC50,=,9.44,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at dopamine D2 receptor (unknown origin) after 60 mins by Ultra lance cAMP assay,B,4.72
