,compound_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,target_name,organism,assay_description,assay_type,Ki [nM]
15523,CHEMBL3908870,CC1(C)CC(=O)N(CCCCN2Cc3ccccc3C2)C(=O)C1,Ki,=,2951.21,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,2951.21
15524,CHEMBL3908917,CN[C@H]1[C@@H](CCO)c2c1ccc3c2ccn3S(=O)(=O)c4ccccc4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methyl-spiperone from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by radioligand binding assay,B,10000.0
15529,CHEMBL3910730,Fc1ccc(N2CCN(CCCCCC(=O)NCc3ccc(cc3)C#N)CC2)c(c1)c4ccc(cc4)C#N,Ki,=,1385.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting analysis,B,1385.0
15536,CHEMBL3912897,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccccc4)C2)nnc1c5cccnc5,Ki,=,3311.31,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,3311.31
15538,CHEMBL3913062,Cc1ncoc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccccc5)C3)n2C,Ki,=,16982.44,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,16982.44
15539,CHEMBL3913100,O=C(CCOCCN1CCN(CC1)c2cccnc2c3ccccc3)NCc4ccc(cc4)C#N,Ki,=,4346.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting analysis,B,4346.0
15540,CHEMBL3913542,Cc1ccc(c(C)n1)c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,Ki,=,1230.27,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1230.27
15544,CHEMBL3913849,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1C5CCNC(=O)C5,Ki,=,1348.96,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1348.96
15557,CHEMBL3916231,CC(O)CN1CCN(CCSC(c2ccc(F)cc2)c3ccc(F)cc3)CC1,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at DRD2 (unknown origin) expressed in HEK293T cells transfected with Galphai1-RLuc8 and gamma2-GFP10 assessed as inhibition of quinpirole-induced Gi1 activation pre-incubated with quinpirole for 10 mins before compound incubation for 10 mins by BRET assay,B,5000.0
15558,CHEMBL3916787,CN(C)[C@@H]1[C@H](CCO)c2cc3c(ccn3S(=O)(=O)c4ccccc4)cc12,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methyl-spiperone from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by radioligand binding assay,B,10000.0
15563,CHEMBL3918282,OC(CN1CCN(CC[S+]([O-])C(c2ccc(F)cc2)c3ccc(F)cc3)CC1)Cc4ccccc4,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at DRD2 (unknown origin) expressed in HEK293T cells transfected with Galphai1-RLuc8 and gamma2-GFP10 assessed as inhibition of quinpirole-induced Gi1 activation pre-incubated with quinpirole for 10 mins before compound incubation for 10 mins by BRET assay,B,5000.0
15571,CHEMBL3920167,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5cccc(c5)c6occn6,Ki,=,1174.9,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2L receptor expressed in CHO cells coexpressing Galpha16 assessed as inhibition of dopamine-induced Ca2+ stimulation pre-incubated for 10 mins followed by dopamine challenge by Fluo-4AM based fluorometric analysis,B,1174.9
15581,CHEMBL3922143,Cc1ncoc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(F)cc5)C3)n2C,Ki,=,8128.31,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,8128.31
15585,CHEMBL3923145,O=C(CCOCCN1CCN(CC1)c2ccccc2c3ccccc3)NCc4ccncc4,Ki,=,2450.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting analysis,B,2450.0
15587,CHEMBL3923578,Cc1ncsc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,Ki,=,1621.81,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1621.81
15589,CHEMBL3924565,Cl.Clc1ccc(cc1)C(=O)CCCN2CCCc3ccccc3C2,Ki,=,3578.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,3578.0
15590,CHEMBL3924565,Cl.Clc1ccc(cc1)C(=O)CCCN2CCCc3ccccc3C2,Ki,=,3548.13,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,3548.13
15593,CHEMBL3927835,COc1ccc(OC)c2CN3CCc4cc(OC)c(OC)cc4C3Cc12,EC50,=,3300.0,nM,Dopamine D2 receptor,Homo sapiens,"Affinity Assay: Each medicament was dissolved in serum-free F12 culture medium containing 100 ¿M of IBMX. CHO cells which can stably express D2 receptor were pre-incubated at 37° C. for 10 min, and then 10 ¿M Forskoline and 10 ¿M Dopanie were added at the same time to react for 10 min. 100 ¿L, of pre-cooled 1 M of HClO4 was added and the reaction was terminated at 4° C. for 1 hour. 20 ¿L of 2 M K2CO3 was added to neutralize the reaction. The resulting mixture was centrifugated at 3000 rpm for 15 min, and the precipitate KClO4 was discarded. A certain amount of the supernatant was taken for cAMP detection. Spiperone and Quinpirole were used as positive control.",B,1650.0
15595,CHEMBL3927895,Cc1ncoc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5F)C(F)(F)F)C3)n2C,Ki,=,4365.16,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,4365.16
15601,CHEMBL3929918,CNCC1Cc2ccc3c(ccn3S(=O)(=O)c4ccccc4)c12,Ki,=,1995.26,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methyl-spiperone from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by radioligand binding assay,B,1995.26
15602,CHEMBL3930825,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5cccnn5,Ki,=,1778.28,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1778.28
15604,CHEMBL3931765,CC(O)CN1CCN(CC[S+]([O-])C(c2ccc(F)cc2)c3ccc(F)cc3)CC1,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at DRD2 (unknown origin) expressed in HEK293T cells transfected with Galphai1-RLuc8 and gamma2-GFP10 assessed as inhibition of quinpirole-induced Gi1 activation pre-incubated with quinpirole for 10 mins before compound incubation for 10 mins by BRET assay,B,5000.0
15618,CHEMBL3936289,CN1CC[C@H]2CC(=O)[C@H](Cc3ccccc3)[C@H]4CCC[C@@H]1[C@H]24,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor expressed in fibroblast cells measured after 90 mins by microbeta scintillation counting method,B,10000.0
15628,CHEMBL3938498,O=S(=O)(c1ccccc1)n2ccc3cc4[C@@H]5CCNCC[C@@H]5c4cc23,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methyl-spiperone from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by radioligand binding assay,B,10000.0
15629,CHEMBL3939830,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccnnc5,Ki,=,2570.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,2570.4
15631,CHEMBL3940897,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccnnc5,Ki,=,1548.82,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1548.82
15632,CHEMBL3941102,FC(F)(F)c1ccc(CNC(=O)CCOCCN2CCN(CC2)c3cccnc3c4ccccc4)cc1,Ki,=,2766.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting analysis,B,2766.0
15634,CHEMBL3941520,Cc1nc(ccc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C)C(=O)N,Ki,=,1148.15,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1148.15
15635,CHEMBL3941520,Cc1nc(ccc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C)C(=O)N,Ki,=,2089.3,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2L receptor expressed in CHO cells coexpressing Galpha16 assessed as inhibition of dopamine-induced Ca2+ stimulation pre-incubated for 10 mins followed by dopamine challenge by Fluo-4AM based fluorometric analysis,B,2089.3
15637,CHEMBL3941795,Cl.Clc1ccc2sc(CCCCN3CCC4CCCCC4C3)nc2c1,Ki,=,1087.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,1087.0
15638,CHEMBL3941795,Cl.Clc1ccc2sc(CCCCN3CCC4CCCCC4C3)nc2c1,Ki,=,1096.48,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,1096.48
15643,CHEMBL3943838,Clc1cccc(N2CCCN(CCCCOc3ccc4CCNC(=O)c4c3)CC2)c1Cl,EC50,=,9870.0,nM,Dopamine D2 receptor,Homo sapiens,"cAMP GloSensor Assay: HEK293T cells co-expressing the cAMP biosensor GloSensor-22F (Promega) and hD2 receptors were seeded (10,000 cells/20 ul/well) into white, clear-bottom, tissue culture plates in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After a one- to two-hour recovery, cells were treated with 10 ul of 3x test or reference drug prepared in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After 30 minutes, cells were challenged with 10 ul of 1,200 nM (4x) isoproterenol in 8% (4x) GloSensor reagent. Luminescence per well per second was read on a Wallac TriLux microbeta plate counter. Data were normalized to the isoproterenol response (100%) and the maximal quinpirole-induced inhibition thereof (0%) and regressed using the sigmoidal dose-response function built into GraphPad Prism 4.0. Notably, HEK293T cells expressing the GloSensor-22F alone (no hD2) were assayed in parallel and displayed no inhibition of isoproterenol-stimulated cAMP.",B,4935.0
15654,CHEMBL3945776,Cc1ncoc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(F)cc5C(F)(F)F)C3)n2C,Ki,=,3801.89,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,3801.89
15662,CHEMBL3946995,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1)c5occc5,EC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at D2 receptor (unknown origin) expressed in CHOK1 cells co-expressing G-alpha 15 by fluo-4 dye based FLIPR assay,B,5000.0
15666,CHEMBL3947670,Fc1ccc(cc1)c2ncccc2N3CCN(CCOCCC(=O)NCc4ccc(cc4)C#N)CC3,Ki,=,1959.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting analysis,B,1959.0
15677,CHEMBL3950264,Cc1ncoc1c2nnc(SCCCN3CC[C@]4(C[C@H]4c5ccc(F)cc5)C3)n2C,Ki,=,1096.48,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1096.48
15681,CHEMBL3952251,Cl.Clc1ccc(cc1)C(=O)CCCN2CCc3ccccc3CC2,Ki,=,1170.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,1170.0
15682,CHEMBL3952251,Cl.Clc1ccc(cc1)C(=O)CCCN2CCc3ccccc3CC2,Ki,=,1174.9,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,1174.9
15691,CHEMBL3954490,Cc1ncoc1c2nnc(SCC(O)CN3CC[C@@]4(C[C@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,Ki,=,1737.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1737.8
15700,CHEMBL3956612,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5cccnc5,Ki,=,1348.96,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1348.96
15717,CHEMBL3958949,COc1ncccc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,Ki,=,1148.15,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1148.15
15732,CHEMBL3961596,CNCC1Cc2cc3ccn(c3cc12)S(=O)(=O)c4cccc5ccccc45,Ki,=,2511.89,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methyl-spiperone from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by radioligand binding assay,B,2511.89
15736,CHEMBL3963243,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1C5CCN(CC5)C(=O)N,Ki,=,1174.9,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human dopamine D2L receptor expressed in CHO cells coexpressing Galpha16 assessed as inhibition of dopamine-induced Ca2+ stimulation pre-incubated for 10 mins followed by dopamine challenge by Fluo-4AM based fluorometric analysis,B,1174.9
15737,CHEMBL3963688,CN[C@@H]1[C@@H](CCO)c2cc3ccn(c3cc12)S(=O)(=O)c4ccccc4,Ki,=,6309.57,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methyl-spiperone from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by radioligand binding assay,B,6309.57
15746,CHEMBL3964649,Cc1nc(ccc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C)C(=O)O,Ki,=,7585.78,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,7585.78
15747,CHEMBL3966484,CN[C@@H]1[C@@H](CCO)c2ccc3c(ccn3S(=O)(=O)c4ccccc4)c12,Ki,=,15848.93,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methyl-spiperone from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by radioligand binding assay,B,15848.93
15748,CHEMBL3966647,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@@H]4c5ccc(F)cc5C(F)(F)F)C3)n2C,Ki,=,2187.76,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,2187.76
15756,CHEMBL3968272,Cc1ncccc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,Ki,=,1479.11,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1479.11
15758,CHEMBL3969386,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5cccnn5,Ki,=,1380.38,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1380.38
15764,CHEMBL3970994,C(CC1=Cc2ccccc2CC1)N3CCc4ccccc4C3,Ki,=,5647.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,5647.0
15765,CHEMBL3970994,C(CC1=Cc2ccccc2CC1)N3CCc4ccccc4C3,Ki,=,5623.41,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,5623.41
15766,CHEMBL3971039,CN[C@H]1[C@@H](CCO)c2cc3ccn(c3cc12)S(=O)(=O)c4ccccc4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methyl-spiperone from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by radioligand binding assay,B,10000.0
15777,CHEMBL3975147,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@H]4c5ccc(F)cc5C(F)(F)F)C3)n2C,Ki,=,1288.25,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1288.25
15780,CHEMBL3976192,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5cnccn5,Ki,=,1445.44,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1445.44
15786,CHEMBL3976948,Fc1ccc(cc1)c2ncccc2N3CCN(CCOCCC(=O)NCc4ccc(cc4)C(F)(F)F)CC3,Ki,=,3460.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by microbeta counting analysis,B,3460.0
15787,CHEMBL3976966,O=C(NC1CCC(CCN2CCC(CC2)c3cccc4OCCc34)CC1)c5ccc6ncccc6c5,Ki,=,3248.0,nM,Dopamine D2 receptor,Homo sapiens,"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 ug protein/well (D2, D3) and 15 ug protein/well (5-HT2A), respectively.The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 ul with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 uM-0.1 nM for 1 h at RT. At the end of the incubation, the reaction mixtures were filtered on to unifilter 96-well white microplates with bonded GF/C filters.",B,3248.0
15793,CHEMBL3978642,Cl.O=C1C(CCN2CCc3ccccc3C2)Cc4ccccc14,Ki,=,2583.5,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,2583.5
15795,CHEMBL3979230,CN[C@@H]1[C@@H](CCO)c2c1ccc3c2ccn3S(=O)(=O)c4ccccc4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-methyl-spiperone from human dopamine D2L receptor expressed in HEK293 cell membranes after 1 hr by radioligand binding assay,B,10000.0
15801,CHEMBL3982119,COc1ccc(OC)c2CN3CCc4cc(OC)c(OC)cc4[C@@H]3Cc12,EC50,=,4030.0,nM,Dopamine D2 receptor,Homo sapiens,"Affinity Assay: Each medicament was dissolved in serum-free F12 culture medium containing 100 ¿M of IBMX. CHO cells which can stably express D2 receptor were pre-incubated at 37° C. for 10 min, and then 10 ¿M Forskoline and 10 ¿M Dopanie were added at the same time to react for 10 min. 100 ¿L, of pre-cooled 1 M of HClO4 was added and the reaction was terminated at 4° C. for 1 hour. 20 ¿L of 2 M K2CO3 was added to neutralize the reaction. The resulting mixture was centrifugated at 3000 rpm for 15 min, and the precipitate KClO4 was discarded. A certain amount of the supernatant was taken for cAMP detection. Spiperone and Quinpirole were used as positive control.",B,2015.0
15814,CHEMBL3983684,CN1CCC(CC1=O)c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,Ki,=,1698.24,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from human dopamine D2 receptor expressed in CHO-K1 cell membranes coexpressing Galpha16 after 120 mins by liquid scintillation counting,B,1698.24
15826,CHEMBL3986927,O=C(CCCN1CCc2ccccc2C1)c3ccc4NC(=O)Cc4c3,Ki,=,5399.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,5399.0
15827,CHEMBL3986927,O=C(CCCN1CCc2ccccc2C1)c3ccc4NC(=O)Cc4c3,Ki,=,5370.32,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting method,B,5370.32
15837,CHEMBL4060194,CCN(CC)CC1=Cc2cn(c3cccc(O1)c23)S(=O)(=O)c4ccccc4,Ki,=,4351.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-Raclopride from D2L receptor (unknown origin),B,4351.0
